text;text_g;text_s;y_max;page;file
sa propre vie;sein eigenes Leben;Dans ce livre, l'auteur ne parle pas de la vie des autres, mais de ~,;1178;14;C:\coding\voki\data\SerieVertes4.pdf
le droit chemin;der rechte/ehrliche Weg;;124;15;C:\coding\voki\data\SerieVertes4.pdf
Odile;weibl. Vorname;;147;15;C:\coding\voki\data\SerieVertes4.pdf
Laurencin;Familienname;;171;15;C:\coding\voki\data\SerieVertes4.pdf
un deux-pièces;eine Zweizimmerwohnung;Vous avez un grand appartement? - Non, seulement ~.;192;15;C:\coding\voki\data\SerieVertes4.pdf
des meubles anciens;alte/antike Möbel;Je n'aime pas les meubles modernes, je préfère les ~,;239;15;C:\coding\voki\data\SerieVertes4.pdf
la peinture;"die Farbe; hier: die Malerei";+ le peintre;284;15;C:\coding\voki\data\SerieVertes4.pdf
se rendre à;sich zu etw. begeben/zu etw. (hin)gehen;Pour avoir ce papier, il faut ~ I'Hôtel de Ville.;386;15;C:\coding\voki\data\SerieVertes4.pdf
la lumière;das Licht;On ne voit rien ici. Il me faut de ~.;431;15;C:\coding\voki\data\SerieVertes4.pdf
chasser;jagen;Les chats ~ les souris.;456;15;C:\coding\voki\data\SerieVertes4.pdf
l'annuaire (m.);das Telefonbuch;Quel est son numéro de téléphone? - Je ne sais pas, regarde dans ~-.;481;15;C:\coding\voki\data\SerieVertes4.pdf
se rappeler qc;sich an etw. erinnern/ sich etw. ins Gedachtnis zurückrufen;~ qc +-+ se souvenir de qc;525;15;C:\coding\voki\data\SerieVertes4.pdf
une queue;ein Schwanz;Les cockers ont ~ très courte.;594;15;C:\coding\voki\data\SerieVertes4.pdf
faire la queue;Schlange stehen;Devant le cine, j'ai ~ pendant une heure.;616;15;C:\coding\voki\data\SerieVertes4.pdf
l'anonymat (m.);die Anonymität;- anonyme;639;15;C:\coding\voki\data\SerieVertes4.pdf
déchirer qc;etw. zerreißen;Les lettres anonymes, je les ~ tout de suite.;661;15;C:\coding\voki\data\SerieVertes4.pdf
un morceau/des morceaux;ein Stück/Stücke;Tu veux encore ~ de gâteau?;706;15;C:\coding\voki\data\SerieVertes4.pdf
le jardin des Tuileries;früherer Schlosspark, der zwischen dem Louvre und der Place de la Concorde liegt.;;729;15;C:\coding\voki\data\SerieVertes4.pdf
l'avenue (f.) des ChampsElysées;Prachtstraße in Paris;;841;15;C:\coding\voki\data\SerieVertes4.pdf
large;breit;Une route départementale n'est pas -.;888;15;C:\coding\voki\data\SerieVertes4.pdf
le stationnement;das Abstellen/Parken;Regarde le panneau. ~ est interdit ici.;910;15;C:\coding\voki\data\SerieVertes4.pdf
il fait bon vivre;es lässt sich gut leben;;931;15;C:\coding\voki\data\SerieVertes4.pdf
plus que jamais  - jamais;mehr als je zuvor;;956;15;C:\coding\voki\data\SerieVertes4.pdf
un piège;eine Falle;Le voleur est tombé dans le ~.;979;15;C:\coding\voki\data\SerieVertes4.pdf
il était pris au piège de la capitale;er war der Hauptstadt in die Falle gegangen;;1001;15;C:\coding\voki\data\SerieVertes4.pdf
hésiter (à faire qc);zögern (etw, zu tun);Tu achètes ce vélo? - J' ~, il coûte si cher.;1046;15;C:\coding\voki\data\SerieVertes4.pdf
souhaiter qe;etw. wünschen;Je ~ te revoir./Je ~ que tu m'écrives.;1069;15;C:\coding\voki\data\SerieVertes4.pdf
un signal;ein Zeichen/Signal;Au ~ du chef d'orchestre, le concert commence.;1113;15;C:\coding\voki\data\SerieVertes4.pdf
1 le style;;der Stil;194;16;C:\coding\voki\data\SerieVertes4.pdf
un narrateur/une narratrice;;ein Erzähler/eine;216;16;C:\coding\voki\data\SerieVertes4.pdf
mettre l'accent sur qc;;etw. hervorheben/;264;16;C:\coding\voki\data\SerieVertes4.pdf
un acte;;eine Tat/Handlung;307;16;C:\coding\voki\data\SerieVertes4.pdf
un motif;;ein Motiv/Beweg-;334;16;C:\coding\voki\data\SerieVertes4.pdf
un but;;ein Ziel;379;16;C:\coding\voki\data\SerieVertes4.pdf
un site touristique;;eine touristische Se-;400;16;C:\coding\voki\data\SerieVertes4.pdf
un évêque;;ein Bischof;445;16;C:\coding\voki\data\SerieVertes4.pdf
Lutèce;;Lutetia (antiker Na-;467;16;C:\coding\voki\data\SerieVertes4.pdf
un chrétien/une chrétienne;;ein Christ/eine;514;16;C:\coding\voki\data\SerieVertes4.pdf
sacrifier;;opfern;559;16;C:\coding\voki\data\SerieVertes4.pdf
depuis que;;seit;582;16;C:\coding\voki\data\SerieVertes4.pdf
l'Ile-de-France;die frz. Region, in der;;719;16;C:\coding\voki\data\SerieVertes4.pdf
se renseigner sur qc;sich über etw. kundig;;767;16;C:\coding\voki\data\SerieVertes4.pdf
une institution;eine Einrichtung/Insti-;;854;16;C:\coding\voki\data\SerieVertes4.pdf
l'administration (f.);die Verwaltung/Admi-;;902;16;C:\coding\voki\data\SerieVertes4.pdf
une république;eine Republik;;945;16;C:\coding\voki\data\SerieVertes4.pdf
"national/nationale; pl. natio- Le 14 juillet est la fête ~ en France. naux/nationales";national;;1038;16;C:\coding\voki\data\SerieVertes4.pdf
l'Assemblée nationale (f.);die Nationalversamm-;;1083;16;C:\coding\voki\data\SerieVertes4.pdf
le Premier ministre;der Premierminister;;1150;16;C:\coding\voki\data\SerieVertes4.pdf
"régional/régionale; pl régionaux/régionales";regional;;1173;16;C:\coding\voki\data\SerieVertes4.pdf
le conseil régional;der Regionalrat/die;;1218;16;C:\coding\voki\data\SerieVertes4.pdf
un département;ein Departement;Arras est dans le ~ du Pas-de-Calais.;123;17;C:\coding\voki\data\SerieVertes4.pdf
le conseil général;die Ratsversammlung des Departements;;169;17;C:\coding\voki\data\SerieVertes4.pdf
un préfet;ein Prafekt (Repräsentant des Staates zur Kontrolle der regionalen Selbstverwaltungen);~ est le représentant de l'Etat dans le département ou la région.;216;17;C:\coding\voki\data\SerieVertes4.pdf
une commune;eine Gemeinde/Stadt;Chaque ~ a un maire.;327;17;C:\coding\voki\data\SerieVertes4.pdf
le conseil municipal;der Stadt-/Gemeinderat;;397;17;C:\coding\voki\data\SerieVertes4.pdf
un électeur/une électrice;ein Wähler/eine Wählerin;Pour être ~1, il faut avoir 18 ans.;421;17;C:\coding\voki\data\SerieVertes4.pdf
résider;seinen Sitz haben/residieren;Louis XIV -2 à Versailles.;464;17;C:\coding\voki\data\SerieVertes4.pdf
élire qn;jdn. wählen;- un électeur/une électrice;580;17;C:\coding\voki\data\SerieVertes4.pdf
la Constitution;die (frz.) Verfassung;Le Président doit respecter ~;602;17;C:\coding\voki\data\SerieVertes4.pdf
diriger qe;etw. leiten/lenken;- le directeur/la directrice;625;17;C:\coding\voki\data\SerieVertes4.pdf
étranger/étrangère;fremd, ausländisch;- un étranger/ une étrangère;649;17;C:\coding\voki\data\SerieVertes4.pdf
la politique étrangère;die Außenpolitik;;672;17;C:\coding\voki\data\SerieVertes4.pdf
une armee;eine Armee;- une arme;692;17;C:\coding\voki\data\SerieVertes4.pdf
en cas de;im Falle von;~ danger, prenez la sortie de secours.;716;17;C:\coding\voki\data\SerieVertes4.pdf
une crise;eine Krise;Il y a ~ politique à cause du chômage.;739;17;C:\coding\voki\data\SerieVertes4.pdf
nommer qn;jdn. ernennen;- le nom;762;17;C:\coding\voki\data\SerieVertes4.pdf
un député/une députée;ein Abgeordneter/eine Abgeordnete;A l'Assemblée nationale, il y a plus de 550 -.;830;17;C:\coding\voki\data\SerieVertes4.pdf
une loi;ein Gesetz;Les députés votent les ~,;874;17;C:\coding\voki\data\SerieVertes4.pdf
administrer qe;etw. verwalten;- l'administration;897;17;C:\coding\voki\data\SerieVertes4.pdf
la décentralisation;die Dezentralisierung;- centraliser;920;17;C:\coding\voki\data\SerieVertes4.pdf
la compétence;die Zuständigkeit/Befugnis/Kompetenz;La politique étrangère est de ~ du président.;944;17;C:\coding\voki\data\SerieVertes4.pdf
un ministre-président;ein Ministerpräsident/ eine Ministerpräsidentin;;990;17;C:\coding\voki\data\SerieVertes4.pdf
"un land; (pl. des länder)";ein deutsches Bundesland;Les ~ allemands sont dirigés par des ministres-presidents.;1057;17;C:\coding\voki\data\SerieVertes4.pdf
la construction;die Erbauung/das Bauen;- construire;1102;17;C:\coding\voki\data\SerieVertes4.pdf
tout se décidait à Paris;alles wurde in Paris entschieden;Avant la loi sur la décentralisation, ~;1149;17;C:\coding\voki\data\SerieVertes4.pdf
contrôler qc;etw. kontrollieren/überprüfen;- un contrôle;1194;17;C:\coding\voki\data\SerieVertes4.pdf
s'assurer;sich vergewissern;~- toi que toutes les fenêtres sont fermées.;124;18;C:\coding\voki\data\SerieVertes4.pdf
le chancelier;der Kanzler;~ dirige la politique de l'Allemagne.;149;18;C:\coding\voki\data\SerieVertes4.pdf
1 un chef-lieu/des chefs-lieux;ein Hauptort/Hauptorte;;261;18;C:\coding\voki\data\SerieVertes4.pdf
1 un code postal/des codes postaux;eine Postleitzahl/Postleitzahlen;;307;18;C:\coding\voki\data\SerieVertes4.pdf
"spécial/spéciale; pl. spéciaux/spéciales";speziell/Spezial-/Sonder-;;377;18;C:\coding\voki\data\SerieVertes4.pdf
un policier;ein Polizist/eine Polizistin;- la police;515;18;C:\coding\voki\data\SerieVertes4.pdf
s'informer de qc;sich über etw. informieren;se renseigner sur qc;559;18;C:\coding\voki\data\SerieVertes4.pdf
traîner;hier: herumlungern;;602;18;C:\coding\voki\data\SerieVertes4.pdf
une cité;hier: eine (zumeist heruntergekommene) Vorstadtsiedlung;Les jeunes qui traînent dans les ~ sont souvent au chômage.;625;18;C:\coding\voki\data\SerieVertes4.pdf
une association  Dans l'~ sportive de notre quartier, on;ein Verein/eine Verbindung;;698;18;C:\coding\voki\data\SerieVertes4.pdf
l'insécurité (f.);die Unsicherheit;Les gens ont peur: ~ augmente chaque jour.;740;18;C:\coding\voki\data\SerieVertes4.pdf
quelquefois;manchmal;- une fois;787;18;C:\coding\voki\data\SerieVertes4.pdf
une balle (fam.);hier: ein Euro (ugs.);;899;18;C:\coding\voki\data\SerieVertes4.pdf
T'as pas dix balles? (fam.)=Tu n'as pas dix euros?;Hast du mal zehn Euro? (ugs.);;922;18;C:\coding\voki\data\SerieVertes4.pdf
Pourquoi ...? Pour quelles raisons ...?;Welche Motive/ Be-;;181;19;C:\coding\voki\data\SerieVertes4.pdf
Qu'est-ce qui pousse le personnage à ...?;Mit welchem Ziel/In;;250;19;C:\coding\voki\data\SerieVertes4.pdf
par-dessus;oh du, der du hier bist;;1040;19;C:\coding\voki\data\SerieVertes4.pdf
une palme;weinend;;1085;19;C:\coding\voki\data\SerieVertes4.pdf
tinter;die Jugend;;1153;19;C:\coding\voki\data\SerieVertes4.pdf
un hortensia;der Sahnequark;eine Hortensie;197;20;C:\coding\voki\data\SerieVertes4.pdf
un merle;;eine Amsel;242;20;C:\coding\voki\data\SerieVertes4.pdf
sans cesse;eine Idiotie/ein;unaufhörlich/ohne Unterbrechung;355;20;C:\coding\voki\data\SerieVertes4.pdf
souriant/souriante;das Eisen;lächelnd;404;20;C:\coding\voki\data\SerieVertes4.pdf
épanoui/épanouie;gleich;hier: strahlend;427;20;C:\coding\voki\data\SerieVertes4.pdf
ravi/ravie;beschädigt, kaputt;(hoch)erfreut;449;20;C:\coding\voki\data\SerieVertes4.pdf
ruisselant/ruisselante;;hier: (von Regen) triefend;472;20;C:\coding\voki\data\SerieVertes4.pdf
croiser qn;nicht einmal mehr;hier: jdm. begegnen;517;20;C:\coding\voki\data\SerieVertes4.pdf
la rue de Siam;;Straße in Brest;539;20;C:\coding\voki\data\SerieVertes4.pdf
de même;;ebenso;584;20;C:\coding\voki\data\SerieVertes4.pdf
un porche;;hier: eine Toreinfahrt;607;20;C:\coding\voki\data\SerieVertes4.pdf
s'abriter;;sich unterstellen;652;20;C:\coding\voki\data\SerieVertes4.pdf
en vouloir à qn;(ver)faulen/vermo-;jdm. bose sein;677;20;C:\coding\voki\data\SerieVertes4.pdf
même si;;selbst wenn;698;20;C:\coding\voki\data\SerieVertes4.pdf
sage;frz. Dichter und;hier: fein/ruhig/ brav;722;20;C:\coding\voki\data\SerieVertes4.pdf
un arsenal;;eine Werft (für Kriegsschiffe);765;20;C:\coding\voki\data\SerieVertes4.pdf
le bateau d'Ouessant;;Schiff, das zur Insel Ouessant, westlich von Brest, fährt;810;20;C:\coding\voki\data\SerieVertes4.pdf
une cravate;etw, ausziehen/ab-;eine Krawatte;1015;20;C:\coding\voki\data\SerieVertes4.pdf
douloureux/douloureuse;;schmerzend, schmerzhaft;1038;20;C:\coding\voki\data\SerieVertes4.pdf
orner qn/qc;;jdn./etw. schmücken/(ver)zieren;1085;20;C:\coding\voki\data\SerieVertes4.pdf
civilisé/civilisée;;zivilisiert;1130;20;C:\coding\voki\data\SerieVertes4.pdf
la Seconde Guerre mondiale ~ a duré de 1939 à 1945.;der Zweite Weltkrieg (1939-1945);;365;21;C:\coding\voki\data\SerieVertes4.pdf
occuper (un pays);(ein Land) besetzen;En 1940, l'armée allemande a ~ la France.;413;21;C:\coding\voki\data\SerieVertes4.pdf
Joffo;Familienname;;435;21;C:\coding\voki\data\SerieVertes4.pdf
juif/juive;jüdisch;En 1948, un Etat ~ a été créé.;458;21;C:\coding\voki\data\SerieVertes4.pdf
Joseph;männl. Vorname;;480;21;C:\coding\voki\data\SerieVertes4.pdf
Vichy;Stadt nordöstlich von Clermont-Ferrand;;501;21;C:\coding\voki\data\SerieVertes4.pdf
Philippe Pétain;frz. Marschall und Politiker, 1856-1951;;548;21;C:\coding\voki\data\SerieVertes4.pdf
collaborer;zusammenarbeiten;Voici ma collègue: nous ~ au même projet.;594;21;C:\coding\voki\data\SerieVertes4.pdf
plein/pleine à craquer;zum Bersten voll/brechend voll;A six heures du soir, le métro est ~,;641;21;C:\coding\voki\data\SerieVertes4.pdf
conquérir qc/qn;etw./jdn. erobern;Louis XIV a ~1 la Flandre.;686;21;C:\coding\voki\data\SerieVertes4.pdf
un compartiment;ein (Zug)Abteil;Dans ce train, tous les ~ sont occupés.;706;21;C:\coding\voki\data\SerieVertes4.pdf
ralentir;langsamer fahren/abbremsen;-2, monsieur! Ce virage est dangereux.;728;21;C:\coding\voki\data\SerieVertes4.pdf
un wagon;ein Waggon/Wagen;F = -- g -- ++ [D] = Waggon;774;21;C:\coding\voki\data\SerieVertes4.pdf
un couple;ein Paar;Sabine et Florent forment un beau ~,;798;21;C:\coding\voki\data\SerieVertes4.pdf
un quai;ein Bahnsteig;Le train d'Arras s'arrête au ~ numéro 3.;821;21;C:\coding\voki\data\SerieVertes4.pdf
un gendarme;ein Gendarm/(Militär)Polizist;;843;21;C:\coding\voki\data\SerieVertes4.pdf
reculer;zurückgehen/-fahren/ -weichen;+ avancer;888;21;C:\coding\voki\data\SerieVertes4.pdf
un cri;ein Schrei;- crier;931;21;C:\coding\voki\data\SerieVertes4.pdf
un coup de feu;ein Schuss;J'ai entendu ~. J'appelle la police.;958;21;C:\coding\voki\data\SerieVertes4.pdf
lever qc;etw. (hoch)heben;Ceux qui sont d'accord, ~ la main.;1024;21;C:\coding\voki\data\SerieVertes4.pdf
un soldat/une soldate;ein Soldat/ eine Soldatin;;1046;21;C:\coding\voki\data\SerieVertes4.pdf
emmener qn;"jdn. mitnehmen; hier: wegführen";Les gendarmes ~3 le voleur.;1093;21;C:\coding\voki\data\SerieVertes4.pdf
tout à l'heure;"vorhin/eben; (auch: (so)gleich/nachher)";Tu viens d'arriver? - Oui, je suis arrivé ~.;1139;21;C:\coding\voki\data\SerieVertes4.pdf
un fusil;ein Gewehr;Pour chasser, il faut ~.;1184;21;C:\coding\voki\data\SerieVertes4.pdf
une épaule;eine Schulter;Mon petit frère aime que je le porte sur mes -.;1208;21;C:\coding\voki\data\SerieVertes4.pdf
un curé;ein (katholischer) Pfarrer;~ est responsable de son église.;185;22;C:\coding\voki\data\SerieVertes4.pdf
avoir du mal à faire qc;Schwierigkeiten haben etw. zu tun;J'ai mal à l'épaule. ~ 1 lever le bras.;232;22;C:\coding\voki\data\SerieVertes4.pdf
indifférent/indifférente;gleichgültig, unbeteiligt;Cette misère ne le laisse pas -.;276;22;C:\coding\voki\data\SerieVertes4.pdf
une chaussure;ein Schuh;J'ai mal aux pieds. Mes ~ sont trop petites.;299;22;C:\coding\voki\data\SerieVertes4.pdf
battre;schlagen;Notre équipe de foot a ~2 l'autre 2 à 1.;322;22;C:\coding\voki\data\SerieVertes4.pdf
avaler (qc);(etw. hinunter)schlucken;Il faut ~ ce comprimé avec un verre d'eau.;345;22;C:\coding\voki\data\SerieVertes4.pdf
tendre;hier: (hin)halten/(aus)strecken;Tu veux du jus d'orange? ~ 3-moi ton verre.;390;22;C:\coding\voki\data\SerieVertes4.pdf
une carte d'identité;ein Personalausweis;~ suffit pour aller en France.;435;22;C:\coding\voki\data\SerieVertes4.pdf
un signe;ein Zeichen;- un signal;458;22;C:\coding\voki\data\SerieVertes4.pdf
descendre qe;hier: etw. herunterholen;Elle a ~4 sa valise du filet. Puis, elle ~5 du train.;483;22;C:\coding\voki\data\SerieVertes4.pdf
mâcher;kauen;Il faut bien ~ avant d'avaler.;527;22;C:\coding\voki\data\SerieVertes4.pdf
en tout cas;auf jeden Fall;- un cas;550;22;C:\coding\voki\data\SerieVertes4.pdf
"amical/amicale; pl. amicaux/ amicales";freundschaftlich;- un ami/une amie;574;22;C:\coding\voki\data\SerieVertes4.pdf
une joue;eine Backe/Wange;En France, quand on se fait la bise, on s'embrasse sur les deux ~.;618;22;C:\coding\voki\data\SerieVertes4.pdf
trembler;zittern;Pourquoi est-ce que tu ~? Tu as froid?;665;22;C:\coding\voki\data\SerieVertes4.pdf
Joseph Joffo;"frz. Autor, geb. 1931; er beschreibt im Lektionstext eigene Kindheitserlebnisse";;688;22;C:\coding\voki\data\SerieVertes4.pdf
2 personnel/personnelle;persönlich;;845;22;C:\coding\voki\data\SerieVertes4.pdf
préciser qc;etw. präzisieren/ genauer formulieren;;868;22;C:\coding\voki\data\SerieVertes4.pdf
St-Cyr-l'Ecole;kleiner Ort bei Versailles;;1006;22;C:\coding\voki\data\SerieVertes4.pdf
l'école militaire de St-Cyr;Frankreichs berühmteste Militärakademie;;1027;22;C:\coding\voki\data\SerieVertes4.pdf
blessé/blessée;verletzt, verwundet;Il a été - à la jambe dans un accident.;1072;22;C:\coding\voki\data\SerieVertes4.pdf
Verdun;Stadt in Lothringen (Schauplatz einer erbitterten Schlacht zwischen Deutschen und Franzosen im Ersten Weltkrieg);;1095;22;C:\coding\voki\data\SerieVertes4.pdf
un armistice;ein Waffenstillstand;~ n'est pas encore la paix.;126;23;C:\coding\voki\data\SerieVertes4.pdf
Vichy;Stadt nordöstlich von Clermont-Ferrand;;149;23;C:\coding\voki\data\SerieVertes4.pdf
la collaboration;die Zusammenarbeit;+ collaborer;195;23;C:\coding\voki\data\SerieVertes4.pdf
depuis;hier: von ... aus;On voit le Sacré-Cœur ~ la tour Eiffel.;217;23;C:\coding\voki\data\SerieVertes4.pdf
la France libre;während der deutschen Besatzung frz. Bezeichnung für gegen Deutschland kämpfende Franzosen;;241;23;C:\coding\voki\data\SerieVertes4.pdf
lancer;hier: verbreiten/in Um-;Qui a ~ cette fausse nouvelle?;354;23;C:\coding\voki\data\SerieVertes4.pdf
inviter qn à qc;hier: jdn. zu etw. auffordern;De Gaulle a ~ les Français à la résistance.;403;23;C:\coding\voki\data\SerieVertes4.pdf
la résistance;der Widerstand;- résister à;447;23;C:\coding\voki\data\SerieVertes4.pdf
la libération;die Befreiung;libre;470;23;C:\coding\voki\data\SerieVertes4.pdf
se retirer;sich zurückziehen;- tirer qc;493;23;C:\coding\voki\data\SerieVertes4.pdf
être au bord de qc;sich am Rande von etw. befinden;- le bord;561;23;C:\coding\voki\data\SerieVertes4.pdf
une guerre civile;ein Bürgerkrieg;En 1958, la France était au bord de la ~,;607;23;C:\coding\voki\data\SerieVertes4.pdf
l'Algérie (f.);Algerien;;630;23;C:\coding\voki\data\SerieVertes4.pdf
l'indépendance (f.);die Unabhängigkeit;[F] = -------- ance +-+ [E] = independence;698;23;C:\coding\voki\data\SerieVertes4.pdf
la coopération;die Zusammenarbeit;la collaboration;788;23;C:\coding\voki\data\SerieVertes4.pdf
L'OTAN (f.);die NATO;;879;23;C:\coding\voki\data\SerieVertes4.pdf
"social/sociale; pl. sociaux/ sociales";sozial;Le chômage est un problème -.;902;23;C:\coding\voki\data\SerieVertes4.pdf
une grève;ein Streik;Les ouvriers font la ~ pour gagner plus.;947;23;C:\coding\voki\data\SerieVertes4.pdf
une biographie;eine Biographie;;970;23;C:\coding\voki\data\SerieVertes4.pdf
une relation;eine Beziehung/ein Verhältnis;Depuis 1963, les ~ franco-allemandes sont bonnes.;1083;23;C:\coding\voki\data\SerieVertes4.pdf
l'après-guerre (m.);die Nachkriegszeit;~ est l'époque après la guerre.;1128;23;C:\coding\voki\data\SerieVertes4.pdf
à partir de;ab/von ... ab;Nous serons en vacances ~- 11er août.;1152;23;C:\coding\voki\data\SerieVertes4.pdf
"international/internationale; (pl. - aux/-ales)";international;La politique étrangère s'occupe des relations -.;1173;23;C:\coding\voki\data\SerieVertes4.pdf
la République fédérale d'Allemagne (RFA);die Bundesrepublik Deutschland (BRD);;126;24;C:\coding\voki\data\SerieVertes4.pdf
la Communauté économique européenne (CEE);die Europäische Wirtschaftsgemeinschaft (EWG);;174;24;C:\coding\voki\data\SerieVertes4.pdf
Robert Schuman;frz. Politiker, 1886-1963;;241;24;C:\coding\voki\data\SerieVertes4.pdf
Jean Monnet;frz. Politiker, 1888-1979;;286;24;C:\coding\voki\data\SerieVertes4.pdf
convaincre qn de qc;jdn. von etw. überzeugen;Tu y arriveras, j'en suis ~1.;332;24;C:\coding\voki\data\SerieVertes4.pdf
"amical/amicale; pl. amicaux/ -> un ami/une amie amicales";freundschaftlich;;379;24;C:\coding\voki\data\SerieVertes4.pdf
se jumeler;eine Partnerschaft eingehen (zwischen Städten);Stuttgart ~2 avec Strasbourg en 1962.;424;24;C:\coding\voki\data\SerieVertes4.pdf
la réunification;die Wiedervereinigung;- a été une étape importante de l'histoire;559;24;C:\coding\voki\data\SerieVertes4.pdf
un moteur;ein Motor;La voiture ne marche plus: il faut réparer le ~.;607;24;C:\coding\voki\data\SerieVertes4.pdf
lequel/laquelle/lesquels/les- ~ de ces livres est à toi? quelles;welcher/welche/welches (Fragepronomen;;653;24;C:\coding\voki\data\SerieVertes4.pdf
la mairie;das Rathaus/Bürgermeisteramt;- le maire;719;24;C:\coding\voki\data\SerieVertes4.pdf
le Marais poitevin;von Kanälen durchzogenes Sumpfgebiet, nördlich von La Rochelle;;855;24;C:\coding\voki\data\SerieVertes4.pdf
St-Hilaire-La-Palud;Ort im „Marais poitevin“;;945;24;C:\coding\voki\data\SerieVertes4.pdf
écologique;ökologisch;Une politique ~ aide à protéger la nature.;992;24;C:\coding\voki\data\SerieVertes4.pdf
Venise;Venedig;;1015;24;C:\coding\voki\data\SerieVertes4.pdf
une poubelle;ein Mülleimer;Il ne faut pas jeter les bouteilles à la ~.;1037;24;C:\coding\voki\data\SerieVertes4.pdf
l'écologie (f.);die Ökologie/der Umweltschutz;- s'occupe de l'environnement.;1062;24;C:\coding\voki\data\SerieVertes4.pdf
un objecteur de conscience;ein Kriegsdienst-/Wehrdienstverweigerer;l'u as fait ton service militaire? - Non, je suis - 3.;1105;24;C:\coding\voki\data\SerieVertes4.pdf
naturel/naturelle;natürlich;- la nature;1150;24;C:\coding\voki\data\SerieVertes4.pdf
la protection;der Schutz;+ protéger;1172;24;C:\coding\voki\data\SerieVertes4.pdf
des villes jumelées;Partnerstädte;+ se jumeler;1195;24;C:\coding\voki\data\SerieVertes4.pdf
se joindre à qn;sich jdm. anschließen/ sich zu jdm, gesellen;Vous faites un voyage en Angleterre? Estce que je peux ~ vous?;129;25;C:\coding\voki\data\SerieVertes4.pdf
l'Office franco-allemand pour la jeunesse (OFAJ);das Deutsch-Französische Jugendwerk (DFJW);~ donne des subventions pour les rencontres de jeunes.;174;25;C:\coding\voki\data\SerieVertes4.pdf
obliger qn à qc;jdn. zu etw. verpflichten;- obligatoire;244;25;C:\coding\voki\data\SerieVertes4.pdf
un chantier;eine Baustelle;Regarde ce ~. On construit un immeuble.;265;25;C:\coding\voki\data\SerieVertes4.pdf
la sensibilité;hier: die Art des Empfindens;En ce qui concerne cette question, les ~ ne sont pas les mêmes dans les deux;289;25;C:\coding\voki\data\SerieVertes4.pdf
un/une écologiste;ein Umweltschützer/eine Umweltschützerin;Les ~ protègent l'environnement.;359;25;C:\coding\voki\data\SerieVertes4.pdf
entretenir qc;hier: etw. pflegen/instand halten;Pour qu'il y ait moins d'accidents, il faut mieux ~ les routes.;404;25;C:\coding\voki\data\SerieVertes4.pdf
une discussion;eine Diskussion/Besprechung;discuter;449;25;C:\coding\voki\data\SerieVertes4.pdf
écolo (fam.);Abkürzung für „écologiste“ (ugs.);;495;25;C:\coding\voki\data\SerieVertes4.pdf
plat/plate;flach/platt;Les Pays-Bas sont un pays très ~,;598;25;C:\coding\voki\data\SerieVertes4.pdf
un canal/des canaux;ein Kanal/Kanäle;On dit que Venise est la ville des -;619;25;C:\coding\voki\data\SerieVertes4.pdf
un moine;ein Mönch;~ se consacre à l'exercice de la religion.;643;25;C:\coding\voki\data\SerieVertes4.pdf
un barrage;ein (Stau) Damm;~ fait monter le niveau de l'eau.;664;25;C:\coding\voki\data\SerieVertes4.pdf
une marge;;Le professeur dit: N'écrivez pas dans la ~, ein Rand;688;25;C:\coding\voki\data\SerieVertes4.pdf
en marge de;am Rand von;Les pauvres vivent souvent - la société.;711;25;C:\coding\voki\data\SerieVertes4.pdf
un cadavre;eine Leiche/ein Leichnam;Il s'est noyé. On a retrouvé son ~ sur la plage.;733;25;C:\coding\voki\data\SerieVertes4.pdf
la Résistance;die Widerstandsbewegung;+ résister à;779;25;C:\coding\voki\data\SerieVertes4.pdf
l'introduction (f.);die Einleitung;;914;25;C:\coding\voki\data\SerieVertes4.pdf
la conclusion;der Schluss/das Ende;;937;25;C:\coding\voki\data\SerieVertes4.pdf
une exception;eine Ausnahme;;1080;25;C:\coding\voki\data\SerieVertes4.pdf
raccourcir qe;etw. verkürzen;;1270;25;C:\coding\voki\data\SerieVertes4.pdf
même si;selbst wenn;~ tu l'invites, il ne viendra pas.;699;27;C:\coding\voki\data\SerieVertes4.pdf
la Méditerranée;das Mittelmeer;Marseille a un grand port sur ~.;721;27;C:\coding\voki\data\SerieVertes4.pdf
un/une écologiste;ein Umweltschützer/eine Umweltschützerin;Les ~ protègent l'environnement.;744;27;C:\coding\voki\data\SerieVertes4.pdf
le béton;der Beton;Cet immeuble est construit en ~,;787;27;C:\coding\voki\data\SerieVertes4.pdf
une inondation;ein Hochwasser/eine Überschwemmung;Quand il pleut beaucoup, il y a un risque d' ~.;856;27;C:\coding\voki\data\SerieVertes4.pdf
le sida;Aids;;902;27;C:\coding\voki\data\SerieVertes4.pdf
une maladie;eine Krankheit;- malade;924;27;C:\coding\voki\data\SerieVertes4.pdf
Louis Pasteur;frz. Biologe und Chemiker, 1822-1895;;947;27;C:\coding\voki\data\SerieVertes4.pdf
l'Institut Pasteur;frz. Forschungsinstitut in Paris, 1888 gegründet;;992;27;C:\coding\voki\data\SerieVertes4.pdf
scientifique;wissenschaftlich;;1061;27;C:\coding\voki\data\SerieVertes4.pdf
faire de la recherche;forschen/Forschung betreiben;A l'Institut Pasteur, on ~ scientifique.;1083;27;C:\coding\voki\data\SerieVertes4.pdf
réaliser qc;"etw. verwirklichen; hier: etw. herstellen";Ce modèle de voiture a été - par un ingénieur connu.;1130;27;C:\coding\voki\data\SerieVertes4.pdf
