text;text_g;text_s;y_max;hash
le lendemain;der/am nächsten Tag;;500;8b31b3326316dd72e3b1dcd669ef4447
le lendemain matin;der/am nächsten Morgen;Nous sommes arrivés tard. Mais ~, je suis tout de suite alle faire les courses.;524;5ba4b1be8157520ebe170a0e73bf3fc1
devoir faire qe;etw. tun müssen;+ les devoirs;571;ad93810ad3bcc72485aae888183468cc
devoir qc a qn;jdm. etw. schulden;Voilà les 5 euros que je te -3.;592;480b923414a8666a0ea08d0f15732bb5
Elle a dû trop manger.;Sie hat wohl/vermutlich zu viel gegessen.;Elle a mal au cœur. ~,;615;4681202c366ebcf1acf5cff717563182
un docteur;ein Doktor/Arzt;-+ un médecin;660;a1719ea9e5fe8d10c2e3bf149f658877
Bernard;hier: Familienname;;683;ba7482fdd2bce593e26ddd6f35d856ac
recevoir qn/qc;jdn./etw. empfangen;Les Sorel ont bien ~4 leur nouvelle locataire.;706;0d54d8703ecac69de5817555ae1e1196
faire comprendre qe à qn;jdm. etw. begreiflich machen;Il ne fait rien. Tu dois lui ~ qu'il faut tra-;753;dbd1708bb0e6922fc11847ef02a46c2e
examiner qn;jdn. untersuchen;Le docteur ~3 le malade.;797;414b51f78b4a6596b3c8949c4570e6aa
la fièvre;das Fieber;J'ai très chaud. Je crois que j'ai de ~.;820;cf73a17682690ada9831ad182ab11299
se baigner;"(sich) baden; hier: ins Wasser/schwimmen gehen";L'eau n'est pas trop froide. On peut -.;841;5bd8bc85abf756b6be4c7921dd3de477
sourire;lächeln;Elle est très malade. Elle ~6 quand même.;908;92d25012cb980b6d0abe87074ff98f0f
un comprimé;eine Tablette;Prenez ~ après chaque repas.;932;1c9a3211f155a80353aa311441dd3364
l'envie de vomir;der Brechreiz;Ce comprimé est contre -,;954;5692a490b3b92d77df8eae8aded209d1
une recette;ein (Koch)Rezept;Tu ne sais pas faire la cuisine? Alors, je t'offre un livre de ~- 7,;978;f2e4e7f394e582187a82e05aa34e1cd6
un pharmacien/une pharmacienne;ein Apotheker/eine Apothekerin;;1024;c73e545e8ac77f2e487936a594fff141
un médicament;ein Medikament;Un pharmacien vend des -6.;1068;1da90814652d9021cbfc80fc49d89121
une ordonnance;ein (Arzt)Rezept;Le pharmacien: «Pour ce médicament, il faut -. »;1090;40d7790fa0ad2265661c111d1808811b
une feuille de soins;ein (ärztlicher) Behandlungsschein;;1136;9437a25712f710005557cf52acc40402
une assurance;eine Versicherung;Quand on achète une voiture, il faut prendre -.;1180;c4f6e8b46f685691e5c4795e469dfb8f
une pharmacie;eine Apotheke;-+ le pharmacien/la pharmacienne;183;5fddf1ffc29b28d964cc1917ed61589d
une église;eine Kirche;Tous les dimanches matin, il va à l' ~,;206;da121e40eaa3ae30ec58a668606bf833
la poste;die Post;;229;1a8fb1eb5e7ef7ddcae6dd56598d05ec
une consultation;eine Sprechstunde/eine (ärztliche) Untersuchung;Heures de ~1: 14h à 16h, sauf le mercredi et le samedi.;251;34577bdaaf13d882b89e6338f24ff6ba
un classement;eine Rangfolge/Tabelle;;411;8611032032259d3b15784c880ad0f942
5 le garçon;hier: der Kellner;;435;acba49c95b8e01dad03012473680b4b7
un questionnaire;ein Fragebogen;;457;ea2d344c1e07e3af9c0263b9383efa1d
correct/correcte;korrekt, richtig;;482;8053fa838573c2b1e638cd686d88ee0b
Vive ... !;Es lebe(n) ...!;~ la France!;296;63a430528fa1feb0d41c26181796e684
une remorque;ein Anhänger;Derrière la voiture, il y a -.;319;d4f17e5d825abeeb4873086426d55eff
c'est ... qui;dient zur Betonung und Hervorhebung von Subjekten;Tu as gagné? - Non, ~ Serge ~ a gagné.;344;42325506e14bc7e9491e9f04b19923c8
un lapin;ein Kaninchen;~ mange des carottes.;412;b10d6a164cfb5163ee01e70237b46ebe
un hamster;ein Hamster;;435;5ef79f31cc27d493962723d5ca4e9201
un voyage;eine Reise;Bon ~!;459;a02a73ec76e2f7a40be8fcf7cf33f11a
une côte;eine Küste;;479;022708ed5b493081cd51d4b1ca68c088
la côte atlantique;die Atlantikküste;Brest est sur -.;502;6bd10b4d12dbb3876fb086ad53691f48
Hossegor;frz. Stadt an der Atlantikküste;;527;ad18156cbaaecace14d3ab9ee06954c2
Pitou;hier: Name eines Hundes;;569;163b25d1402b6d69e350200bcdf34392
être à qn;hier: jdm. gehören;La boulangerie ~ 1 boulanger.;616;267236ce0a6fc43be6911956581d9c23
appartenir à qn;jdm. gehören;- être à qn;640;c4bab06dbccd603803f91851037f7933
Il va et vient.;hier: Er läuft hin und her;Pourquoi est-ce qu'~ devant le magasin?;660;ee50f8e15d1008c4dc3e0bb6d24240f9
Paul et Paule;hier: Namen von Hamstern;;708;524c0e0db4df66393da0ee2231c6fd21
Stéphane;männl. Vorname;;753;e32ff903a0e87efe5d3854e53f016a72
une cage;ein Käfig;Le lapin est dans ~.;778;cd2237412def62b686328b963f23f6da
Bâle;Basel;;797;7b18fee9da3871ff3af209951a6be7da
l'argent de poche (m.);das Taschengeld;Tes parents te donnent combien d'~ par semaine?;820;4cef11d1f8ee73a3a8d080f3d730c277
Benoît;männl. Vorname;;866;99e2e84aa685ea585d735b3a0fa389d5
lui;hier: unverbundenes Personalpronomen der 3. Person Singular, maskulin;;885;55681f25f2b5ce8a670140d1dff04da5
ne ... pas non plus;auch nicht;Je n'aime pas ce plat. Lui, il ~ l'aime ~.;979;22abcba2cf19fba394f42a88ee136515
c'est encore moi qui ...;ich bin es (schon) wieder, der/die ...;Je n'ai pas de chance, ~ suis le dernier.;1002;e573331d51014934f5866c5eb8624529
énerver qn;jdn. aufregen;Le bruit des camions m'~2.;1047;753e8bb88a70bdbaf4e8b4bb3c7f4ae0
se disputer;sich streiten;Ne vous -3 pas. Ça m'énerve.;1070;e9e0f6a655d071274ececbdf7d89d710
elle;hier: unverbundenes Personalpronomen der 3. Person Singular, feminin;;1092;1aec34a522961d2d5e3d03b0b17565dd
de toute façon;auf jeden Fall/wie dem auch sei;Tu veux rester? - ~, moi, je pars.;1184;ad5cd2aeb4bc413632dbbbacd3d91ec5
un camping;ein Campingplatz;Les Costa passent leurs vacances sur ~,;248;3cd0e658d3eee93264231de063ff50e4
un bouchon;ein (Verkehrs)Stau;"Le 1"" août, il y a ~1 partout en France.";268;a294b0e3704580759fd48aed64801fae
un million;eine Million;[F = un ~ +-+ [D] = eine Million;293;878f4afc764a47ad8046cf0292dc8df5
prendre la route;sich auf die Reise/den Weg machen;Il ne faut pas ~ le 1er août.;315;ac67c78ba96c8a8bbf305d8ab66dacb6
la mer;das Meer;J'aime bien les vacances au bord de ~.;361;fb738cfbe34b825d1bdb623fca77af5e
un lac;ein See;Les campings sont souvent au bord d' ~.;382;4d8e90acafa9b6489fc24593c23ced2d
un pin;eine Pinie/Kiefer;F = un- - + [D] = eine Pinie;407;436aeba0de9f66157bd51e92904b7805
une habitude;eine Gewohnheit;Se lever tard est ~ mauvaise - .;428;383496ddc5dfd067fb9c6ec072905151
eux;unverbundenes Personalpronomen der 3. Person Plural, maskulin;;453;a00db5fd17f7d0e295f8559ae775359f
se promener;spazieren gehen;- une promenade;544;3e416c32210663c5b02c61c190eaf804
basque;baskisch;;565;148a27539a37b24d8e56279c545a8f8a
la pelote basque;das Pelotaspiel (baskischer Nationalsport);;589;b16386a40840a7fb845613eaa437ebfb
une balle;ein Ball;[F] = une ~ +-+ [D] = ein Ball;632;aad5b1200bea70c2046ee0fe71ad7c06
si;50;Ne cours pas ~ vite.;655;ac5585d98646d255299c359140537783
une plage;ein Strand;Sur la côte atlantique, il a y des belles ~2.;681;d358114deef38b69d774cc6899b73e39
l'Atlanticlub;hier: Name eines Strandclubs, in dem Kinder und Jugendliche während der Ferien den Tag verbrin-;;701;7f6fab67a2ed6988c7200e211f3a0846
le surf;das Wellenreiten;;838;741505c92d1ee8287781ebd71e3dfdb5
une glace;ein Eis;Quand il fait chaud, on mange --.;860;b3a73ea00398efbb4075b815bbf62d94
Ça y est?;hier: Klappt's?;-? - Oui, j'ai fini.;885;e6ec417b75bf4b9fb2506ad210560e16
savoir faire qe;etw. tun können (wissen, wie es geht);Je prends le volant? - Oui, si vous ~3 conduire.;906;db2f28173d41356af7faf94fd9596905
pouvoir faire qe;etw. tun können (in der Lage sein etw. zu tun);Je ne ~4 pas conduire. J'ai une main dans le plâtre.;954;b2bda30deb04c399a4f8b577356d5df8
la santé;die Gesundheit;Se promener est bon pour ~.;1018;850edea76c66a2d1ea3d49f7741fc101
se moquer de qn;sich über jdn. lustig macher;Il y a des élèves qui ~5 leur professeur.;1044;fac58e5b2133c10bb397bde2b2ad26ab
un écomusée;ein Freilichtmuseum;;1088;45a48a9b1ab5141c18379d01576c59bd
un jeu de rôles;ein Rollenspiel;;203;0f96cfec46598158e999c20fc93c2857
distribuer qc;etw. verteilen;;227;733c2f3952744f11f46ee97fa181bca3
un sketch;ein Sketsch;;249;16a7a84f5383ae742c08d7800fb6f223
le départ;die Abfahrt/der Aufbruch;;274;e4b2c4cb50c93cb7e01e98c960edf1d7
une excuse;eine Entschuldigung;;318;637ffee332cf6fde9132cb28f1bb35c7
un journal/des journaux;"eine Zeitung/Zeitungen; hier: ein (Reise)Tagebuch";Qu'est-ce que tu as écrit dans ton ~?;434;b65da0a58fe7a0f0afd29dea952c6662
tenir un journal;ein Tagebuch führen/;Beaucoup de jeunes ~1.;501;8d1a936267301feb75c4c141a7493f4a
le retour;die Rückkehr;- retourner;547;f92de67703b2ecb38a5873d61ea54a67
une vague;eine Welle;Pour le surf, il faut des -2.;569;a8152135e4ac583e76cf625413e9f646
emporter qc;etw. mitnehmen/wegtragen;Se laisser ~ par les vagues, ça peut être dangereux.;594;bfd614ec362db8571bb7ff6d84d349d4
la vitesse;die Geschwindigkeit;La police fait des contrôles de ~- 3,;637;9d09901cb052e0029fccc5f87572bbcc
à toute vitesse;mit höchster Geschwindigkeit;Conduire ~ est dangereux.;659;b59ce54a1c9b2b2cd36268601413911a
plus beau que;schöner als;Paris est ~ Lille, je trouve.;706;8588626d3aa0a824b17919ce23ec646a
quoi;was;A ~ est-ce que tu penses?;727;6f6b9c80958e944b47adffeeda44e360
Je ne sais pas quoi dire.;Ich weiß nicht, was ich sagen soll.;Tu trouves ce film plus beau que l'autre? .-.;754;7462d2494715262c5d12a7fd3880a2b7
Je ne sais pas à quoi comparer ça.;Ich weiß nicht, womit ich das vergleichen soll.;;797;b17f18d5e0a67c89dbfeda9c6f8dc331
arriver à faire qc;gelingen etw. zu tun;Tu m'aides? Je n'~4 ouvrir cette fenêtre.;864;14b5d76cb53391b90649d64643904d73
surveiller qn;jdn. überwachen;A la plage, il faut ~ les petits enfants.;889;12f375eed41f1c6916baf35c751763c8
les CRS;Spezialeinheit der frz. Polizei, die auch für die Überwachung der Strände zuständig ist;;911;6b3bfbb9c8b7b5f6eb3834f972632a6b
moins bon que;weniger gut/schlechter als;Tu aimes ce gâteau? - Oui, mais il est l'autre.;1024;670692de9d04828343277fb44645b413
un nageur/une nageuse;ein Schwimmer/eine Schwimmerin;Les CRS surveillent ~5,;1069;ced744c1b890e0b1d54f98ab7936e808
le danger;die Gefahr;- dangereux/dangereuse;1116;dd51684af0389cb6316331e57256d84b
l'adresse (f.);die Geschicklichkeit;;1138;8149f48a8b463ae0f10ec51c6921bc07
aussi sympa que;ebenso sympathisch wie;Mes nouveaux copains sont ~ les vieux.;1160;7d9f43779e9c0fff7ff62a16fe59bcc2
un pays;ein Land;Tu viens de quel ~? - Je viens de France.;1184;0a3c212ff7048c23c55c27fd321d2603
le Pays Basque;das Baskenland;Au ~, on joue à la pelote basque.;1207;5dfc75e27db4ba54837c27d889dcf53e
Biarritz;frz. Stadt im Baskenland, an der Atlantikküste gelegen;;138;1727a2d933d817a65127c8e02cebeb43
une personne;eine Person;Mille ~1 sont venues.;250;eb9e798fdd28f4a1fb80d433805dd741
j'étais venu(e);ich war gekommen;;274;1702cdb6bdc3f4db92445638c5a03677
un Espagnol/une Espagnole;ein Spanier/eine Spanierin;;298;3162a992e235f4f51d7344612684f1fb
Dax;frz. Stadt, nordöstlich von Biarritz;;339;12990c9963b15b10027005ae329df7a4
la «feria»>;Volksfest in Dax;;389;191d5c0f080f6fa6ae1c511075ddcfa0
la plus grande fête;das größte Fest;La Feria de Dax est ~ de l'été.;411;8a1295e2eed77441acce01b7bd7e6a81
une course;ein Rennen;- courir;433;fa0e8940d24ec8ed3697783d41517586
landais/landaise;"der Landschaft „Les Landes"" zugehörig";;455;992ecbba6a7eaf6b776756af07d5cf69
une course landaise;z. T. akrobatische, z. T. lustige Vorführung mit Kühen;;502;7667838c8be2769c38b897722805b79c
une arène;eine Arena;;570;9846cf4e29521048fbf15eecd7329c65
un saut;ein Sprung;Il a fait ~ de 5 mètres. Ce n'est pas mal.;592;02993c9ab58b4d1b0c8a9f3c4a50c311
le meilleur/la meilleure ...;der/die/das beste ...;Même ~ professeur ne sait pas tout.;616;f39018a509f14877a9b17205fd321bb1
un sauteur;ein Springer;- le saut;637;dae0f1fb4f1b4b12abe7b9f88f7315f1
une corrida;ein Stierkampf;;662;66efc0cf70cb75188caf635d9fc44ea4
tuer qn;jdn. töten;Notre chien est mort. Quelqu'un l' ~. 2.;683;b95c6ba5689906bbb9c08cc19ca5ce29
un taureau/des taureaux;ein Stier/Stiere;Dans une corrida, on tue des -3.;707;89cf185efa5cc08539c1d89cd30cd6e9
un siècle;ein Jahrhundert;100 ans, c'est ~,;755;70c3b38f7f6875a00c01340561049a7a
autrefois;früher;~, il n'y avait pas de CD.;775;25b3728273d5de4663310aff927631ec
la Loire;die Loire (Fluss in Frankreich);;887;17895ea49da24df1814e0242e3eefea0
l'Elbe (f.);die Elbe;;934;0fbca1b6af1c2f792bce4429081c87af
le Mont-Blanc;der Mont-Blanc (höchster Berg Frankreichs und Europas, 4807 m hoch);;956;87afbf408c665b2ede486a6233ec40e9
haut/haute;hoch;;1047;bcaa4340a8c90f125a3676e29843860c
un fleuve;ein Fluss;;1070;ca38aa92e9884dd2963afda416706ad8
un argument;ein Argument;;1093;641907424aa15e4126e4083215a52c97
le monde;die Sonne;die Welt;251;ae55d90a8d163dcb78dc5281aea89eb9
la joie;eine Grenze;die Freude/das Vergnügen;275;23eb084f2b919e64bec90a3cf30063e8
heureusement glücklicherweise;dein vergangenes Le-;;319;5fe4acf6882fccbf3bb79b8641f116b2
t'as fait (fam.) = tu as fait;;du hast gemacht (ugs.);343;ff0a7a09b3d96f06748be338093c1d27
faire du chemin;;eine tüchtige Strecke zurücklegen;387;b1072e1c4b029be5acae883586c8c957
il fait du soleil;sich schon machen;die Sonne scheint;500;00bff335f6ece0b3c8ab0f38572d489b
il se fait tard;;es wird spät;523;bcf9be612b4ff5fac550002b917e3b41
un walkman;;ein Walkman;627;2514f2b202c30fefdb8607fc35199843
l'enfant au walkman;;das Kind mit dem Walkman;670;5b4b99cd67965b0f7d51e930861d95d7
même pas;eine Welle;nicht einmal;718;64df0eb53bbff4dc71667bf04aed67ae
(il n'a) pas besoin de faire qe;parallel;er braucht etw. nicht zu tun;741;69293c3d7d5d633cffa634f7c3113363
une idole;;ein Idol;786;09c6549e866106bdb6dd6c3c1c9e3ee4
s'envoler;die Zukunft;weg-/davonfliegen;807;d1fdd71a76705f1b15481c34cfd85136
on dirait que ...;ein Lächeln;man würde sagen, dass/ es scheint, dass ...;831;2a65bd048186313ba0ed3ec3f29749aa
planer;;hier: schweben/abgehoben sein;875;c84a228a45fadb73de2cda6a7e707e7d
la confusion;eine Träne;die Verwirrung;977;cdc43e887efabc86862e056713a7dd6c
une folie;;eine Verrücktheit;1022;15224e8deb3cd2f075e3fb12db1cf348
un corps;ein Gefühl;ein Körper;1047;ca1075c75f4fce1b913d6219a9c98524
une lèvre;ein Wunsch/Begehren;eine Lippe;1067;d30261af1c643ad6e720fd5a4b9e7b3a
la solitude;hier: ein Verlangen;die Einsamkeit;1091;9decde755763bbaf67a6ae2b0eab553c
la lassitude;eine Feder;die Müdigkeit;1114;1cf14c0ce6b181b108f0b0531961c5b0
le désespoir;darauf brennen, etw.;die Verzweiflung;1136;dc0e9e9a6bf1c982a5f8670c7588fcae
j'en ai marre (fam.);;ich habe die Nase voll (ugs.);1161;7e63b2609f0034e070e4fdbd23d30bce
l'âme (f.);die Haut;die Seele;1204;2404cd31780bb10cfe4569a563e5c867
un coin d'âme;darin;hier: ein Zufluchtsort in der Seele;1227;e363da29bdac4cfe4cf487ebaf7e5e0a
un chagrin;hier: gegenwärtig;ein Kummer;1274;9480a55a14a8d22735ade26ef7b56b4e
